probe,arch,layer,domain,aggregation,n,auroc,tpr@1%fpr,tpr@5%fpr,threshold,TP,TN,FP,FN
svm_rbf/L40,svm_rbf,40,economy,max,132,0.7006,0.1754,0.3333,0.4694,33,57,18,24
logreg/L43,logreg,43,economy,top5_mean_pooled,746,0.7005,0.0727,0.1758,0.8574,222,263,153,108
logreg/L43,logreg,43,education,top5_mean_pooled,746,0.7005,0.0727,0.1758,0.8574,222,263,153,108
logreg/L43,logreg,43,entertainment,top5_mean_pooled,746,0.7005,0.0727,0.1758,0.8574,222,263,153,108
logreg/L43,logreg,43,healthcare,top5_mean_pooled,746,0.7005,0.0727,0.1758,0.8574,222,263,153,108
logreg/L43,logreg,43,social,top5_mean_pooled,746,0.7005,0.0727,0.1758,0.8574,222,263,153,108
logreg/L36,logreg,36,economy,mean,132,0.7004,0.0526,0.2456,0.0919,26,64,11,31
logreg/L28,logreg,28,economy,max_pooled,746,0.6999,0.0,0.1273,0.9993,252,232,184,78
logreg/L28,logreg,28,education,max_pooled,746,0.6999,0.0,0.1273,0.9993,252,232,184,78
logreg/L28,logreg,28,entertainment,max_pooled,746,0.6999,0.0,0.1273,0.9993,252,232,184,78
logreg/L28,logreg,28,healthcare,max_pooled,746,0.6999,0.0,0.1273,0.9993,252,232,184,78
logreg/L28,logreg,28,social,max_pooled,746,0.6999,0.0,0.1273,0.9993,252,232,184,78
svm_rbf/L35,svm_rbf,35,healthcare,max,157,0.6999,0.1132,0.2264,0.5132,28,82,22,25
svm_rbf/L50,svm_rbf,50,economy,max,132,0.6999,0.0702,0.2281,0.4902,25,68,7,32
logreg/L23,logreg,23,economy,threshold_05,132,0.6998,0.0175,0.1579,0.1456,39,57,18,18
mlp/L45,mlp,45,social,threshold_05,147,0.6997,0.2113,0.2254,0.0412,51,49,27,20
mlp/L35,mlp,35,social,last,147,0.6996,0.169,0.169,0.0063,65,29,47,6
svm_rbf/L30,svm_rbf,30,economy,threshold_05,132,0.6993,0.0877,0.4035,0.368,23,73,2,34
logreg/L47,logreg,47,social,top5_mean,147,0.6992,0.0845,0.1268,0.7563,63,37,39,8
svm_rbf/L22,svm_rbf,22,social,top5_mean,147,0.6992,0.1268,0.1549,0.5791,61,38,38,10
logreg/L38,logreg,38,education,top10_mean,150,0.6989,0.25,0.325,0.8709,18,96,14,22
logreg/L43,logreg,43,economy,threshold_05_pooled,746,0.6987,0.097,0.2242,0.0376,216,266,150,114
logreg/L43,logreg,43,education,threshold_05_pooled,746,0.6987,0.097,0.2242,0.0376,216,266,150,114
logreg/L43,logreg,43,entertainment,threshold_05_pooled,746,0.6987,0.097,0.2242,0.0376,216,266,150,114
logreg/L43,logreg,43,healthcare,threshold_05_pooled,746,0.6987,0.097,0.2242,0.0376,216,266,150,114
logreg/L43,logreg,43,social,threshold_05_pooled,746,0.6987,0.097,0.2242,0.0376,216,266,150,114
svm_rbf/L55,svm_rbf,55,social,max,147,0.6987,0.1268,0.1972,0.4459,53,45,31,18
logreg/L46,logreg,46,social,last,147,0.6982,0.0141,0.1549,0.0007,65,34,42,6
logreg/L40,logreg,40,economy,last_pooled,746,0.6979,0.0939,0.2152,0.0006,168,330,86,162
logreg/L40,logreg,40,education,last_pooled,746,0.6979,0.0939,0.2152,0.0006,168,330,86,162
logreg/L40,logreg,40,entertainment,last_pooled,746,0.6979,0.0939,0.2152,0.0006,168,330,86,162
logreg/L40,logreg,40,healthcare,last_pooled,746,0.6979,0.0939,0.2152,0.0006,168,330,86,162
logreg/L40,logreg,40,social,last_pooled,746,0.6979,0.0939,0.2152,0.0006,168,330,86,162
svm_rbf/L22,svm_rbf,22,entertainment,threshold_05,160,0.6977,0.0917,0.3486,0.81,62,45,6,47
logreg/L47,logreg,47,social,mean,147,0.6976,0.1408,0.169,0.0397,62,37,39,9
logreg/L62,logreg,62,healthcare,last,157,0.6972,0.0566,0.1132,0.002,37,70,34,16
mlp/L60,mlp,60,healthcare,max,157,0.6971,0.1698,0.3019,0.9993,28,88,16,25
mlp/L45,mlp,45,economy,top5_mean_pooled,746,0.697,0.0515,0.2091,0.8579,224,257,159,106
mlp/L45,mlp,45,education,top5_mean_pooled,746,0.697,0.0515,0.2091,0.8579,224,257,159,106
mlp/L45,mlp,45,entertainment,top5_mean_pooled,746,0.697,0.0515,0.2091,0.8579,224,257,159,106
mlp/L45,mlp,45,healthcare,top5_mean_pooled,746,0.697,0.0515,0.2091,0.8579,224,257,159,106
mlp/L45,mlp,45,social,top5_mean_pooled,746,0.697,0.0515,0.2091,0.8579,224,257,159,106
logreg/L34,logreg,34,economy,max_pooled,746,0.6968,0.0727,0.1727,0.9345,220,261,155,110
logreg/L34,logreg,34,education,max_pooled,746,0.6968,0.0727,0.1727,0.9345,220,261,155,110
logreg/L34,logreg,34,entertainment,max_pooled,746,0.6968,0.0727,0.1727,0.9345,220,261,155,110
logreg/L34,logreg,34,healthcare,max_pooled,746,0.6968,0.0727,0.1727,0.9345,220,261,155,110
logreg/L34,logreg,34,social,max_pooled,746,0.6968,0.0727,0.1727,0.9345,220,261,155,110
logreg/L36,logreg,36,economy,top5_mean,132,0.6961,0.0175,0.2105,0.7853,39,46,29,18
logreg/L63,logreg,63,healthcare,last,157,0.6956,0.0189,0.1321,0.0016,41,61,43,12
logreg/L23,logreg,23,economy,threshold_05_pooled,746,0.6955,0.1545,0.3152,0.2367,156,365,51,174
logreg/L23,logreg,23,education,threshold_05_pooled,746,0.6955,0.1545,0.3152,0.2367,156,365,51,174
logreg/L23,logreg,23,entertainment,threshold_05_pooled,746,0.6955,0.1545,0.3152,0.2367,156,365,51,174
logreg/L23,logreg,23,healthcare,threshold_05_pooled,746,0.6955,0.1545,0.3152,0.2367,156,365,51,174
logreg/L23,logreg,23,social,threshold_05_pooled,746,0.6955,0.1545,0.3152,0.2367,156,365,51,174
mlp/L45,mlp,45,economy,top10_mean,132,0.6954,0.1404,0.193,0.3123,53,26,49,4
logreg/L20,logreg,20,economy,top10_mean,132,0.6952,0.0,0.2281,0.9995,33,63,12,24
svm_rbf/L50,svm_rbf,50,healthcare,last,157,0.6952,0.0755,0.1132,0.3831,41,55,49,12
logreg/L30,logreg,30,entertainment,threshold_05,160,0.6949,0.3761,0.4495,0.0675,52,48,3,57
logreg/L76,logreg,76,healthcare,max,157,0.6947,0.1509,0.2642,0.9995,24,91,13,29
logreg/L44,logreg,44,economy,top10_mean_pooled,746,0.6946,0.1,0.1879,0.7865,206,283,133,124
logreg/L44,logreg,44,education,top10_mean_pooled,746,0.6946,0.1,0.1879,0.7865,206,283,133,124
logreg/L44,logreg,44,entertainment,top10_mean_pooled,746,0.6946,0.1,0.1879,0.7865,206,283,133,124
logreg/L44,logreg,44,healthcare,top10_mean_pooled,746,0.6946,0.1,0.1879,0.7865,206,283,133,124
logreg/L44,logreg,44,social,top10_mean_pooled,746,0.6946,0.1,0.1879,0.7865,206,283,133,124
svm_rbf/L35,svm_rbf,35,social,last,147,0.6941,0.0141,0.0845,0.383,54,48,28,17
logreg/L22,logreg,22,economy,top10_mean,132,0.6939,0.0,0.0877,0.9997,36,64,11,21
logreg/L53,logreg,53,healthcare,last,157,0.6939,0.1132,0.283,0.0022,33,72,32,20
logreg/L23,logreg,23,economy,top5_mean_pooled,746,0.6937,0.0,0.1879,0.9998,173,330,86,157
logreg/L23,logreg,23,education,top5_mean_pooled,746,0.6937,0.0,0.1879,0.9998,173,330,86,157
logreg/L23,logreg,23,entertainment,top5_mean_pooled,746,0.6937,0.0,0.1879,0.9998,173,330,86,157
logreg/L23,logreg,23,healthcare,top5_mean_pooled,746,0.6937,0.0,0.1879,0.9998,173,330,86,157
logreg/L23,logreg,23,social,top5_mean_pooled,746,0.6937,0.0,0.1879,0.9998,173,330,86,157
logreg/L27,logreg,27,entertainment,top10_mean,160,0.6935,0.2202,0.3945,0.9959,61,42,9,48
logreg/L72,logreg,72,social,top10_mean,147,0.6935,0.0282,0.0986,0.8995,64,31,45,7
mlp/L40,mlp,40,education,last,150,0.6935,0.1,0.25,0.0,21,94,16,19
mlp/L26,mlp,26,entertainment,top10_mean,160,0.6933,0.1284,0.3028,0.9998,58,43,8,51
logreg/L32,logreg,32,economy,threshold_05_pooled,746,0.693,0.003,0.0939,0.0246,220,272,144,110
logreg/L32,logreg,32,education,threshold_05_pooled,746,0.693,0.003,0.0939,0.0246,220,272,144,110
logreg/L32,logreg,32,entertainment,threshold_05_pooled,746,0.693,0.003,0.0939,0.0246,220,272,144,110
logreg/L32,logreg,32,healthcare,threshold_05_pooled,746,0.693,0.003,0.0939,0.0246,220,272,144,110
logreg/L32,logreg,32,social,threshold_05_pooled,746,0.693,0.003,0.0939,0.0246,220,272,144,110
logreg/L73,logreg,73,social,top10_mean,147,0.6927,0.0423,0.0986,0.972,60,36,40,11
logreg/L21,logreg,21,economy,top10_mean,132,0.6925,0.0,0.1754,0.9999,31,67,8,26
logreg/L31,logreg,31,economy,threshold_05_pooled,746,0.6925,0.097,0.197,0.0274,187,299,117,143
logreg/L31,logreg,31,education,threshold_05_pooled,746,0.6925,0.097,0.197,0.0274,187,299,117,143
logreg/L31,logreg,31,entertainment,threshold_05_pooled,746,0.6925,0.097,0.197,0.0274,187,299,117,143
logreg/L31,logreg,31,healthcare,threshold_05_pooled,746,0.6925,0.097,0.197,0.0274,187,299,117,143
logreg/L31,logreg,31,social,threshold_05_pooled,746,0.6925,0.097,0.197,0.0274,187,299,117,143
logreg/L34,logreg,34,entertainment,top10_mean,160,0.6924,0.0642,0.1376,0.8008,62,43,8,47
svm_rbf/L70,svm_rbf,70,economy,max,132,0.6922,0.0526,0.2281,0.474,34,56,19,23
logreg/L32,logreg,32,education,top10_mean,150,0.6916,0.2,0.325,0.5814,19,98,12,21
logreg/L22,logreg,22,economy,top5_mean_pooled,746,0.6915,0.0,0.0,1.0,182,325,91,148
logreg/L22,logreg,22,education,top5_mean_pooled,746,0.6915,0.0,0.0,1.0,182,325,91,148
logreg/L22,logreg,22,entertainment,top5_mean_pooled,746,0.6915,0.0,0.0,1.0,182,325,91,148
logreg/L22,logreg,22,healthcare,top5_mean_pooled,746,0.6915,0.0,0.0,1.0,182,325,91,148
logreg/L22,logreg,22,social,top5_mean_pooled,746,0.6915,0.0,0.0,1.0,182,325,91,148
logreg/L42,logreg,42,social,top5_mean,147,0.6913,0.0845,0.169,0.9214,54,48,28,17
logreg/L41,logreg,41,economy,mean,132,0.6912,0.0877,0.193,0.0851,34,56,19,23
logreg/L35,logreg,35,entertainment,top10_mean,160,0.6911,0.0367,0.1193,0.9111,72,36,15,37
svm_rbf/L70,svm_rbf,70,education,mean,150,0.691,0.2,0.25,0.3755,22,86,24,18
logreg/L78,logreg,78,healthcare,last,157,0.6909,0.0377,0.1509,0.0558,35,73,31,18
logreg/L74,logreg,74,social,top10_mean,147,0.6907,0.0282,0.0986,0.9095,66,30,46,5
logreg/L23,logreg,23,economy,top5_mean,132,0.6903,0.0,0.2456,0.9993,37,56,19,20
logreg/L36,logreg,36,entertainment,max,160,0.6902,0.0275,0.2661,0.9926,60,41,10,49
svm_rbf/L60,svm_rbf,60,education,mean,150,0.6901,0.175,0.2,0.3368,32,60,50,8
logreg/L44,logreg,44,economy,mean_pooled,746,0.69,0.0788,0.2091,0.072,194,291,125,136
logreg/L44,logreg,44,education,last,150,0.69,0.075,0.175,0.0003,22,90,20,18
logreg/L44,logreg,44,education,mean_pooled,746,0.69,0.0788,0.2091,0.072,194,291,125,136
logreg/L44,logreg,44,entertainment,mean_pooled,746,0.69,0.0788,0.2091,0.072,194,291,125,136
logreg/L44,logreg,44,healthcare,mean_pooled,746,0.69,0.0788,0.2091,0.072,194,291,125,136
logreg/L44,logreg,44,social,mean_pooled,746,0.69,0.0788,0.2091,0.072,194,291,125,136
mlp/L30,mlp,30,entertainment,top5_mean,160,0.6899,0.3119,0.3578,0.9191,65,39,12,44
mlp/L50,mlp,50,economy,top10_mean_pooled,746,0.6899,0.0455,0.203,0.3421,264,200,216,66
mlp/L50,mlp,50,education,top10_mean_pooled,746,0.6899,0.0455,0.203,0.3421,264,200,216,66
mlp/L50,mlp,50,entertainment,top10_mean_pooled,746,0.6899,0.0455,0.203,0.3421,264,200,216,66
mlp/L50,mlp,50,healthcare,top10_mean_pooled,746,0.6899,0.0455,0.203,0.3421,264,200,216,66
mlp/L50,mlp,50,social,top10_mean_pooled,746,0.6899,0.0455,0.203,0.3421,264,200,216,66
svm_rbf/L70,svm_rbf,70,entertainment,top5_mean,160,0.6897,0.1101,0.3394,0.4579,67,38,13,42
logreg/L46,logreg,46,economy,threshold_05_pooled,746,0.6896,0.0879,0.2242,0.0515,203,269,147,127
logreg/L46,logreg,46,education,threshold_05_pooled,746,0.6896,0.0879,0.2242,0.0515,203,269,147,127
logreg/L46,logreg,46,entertainment,threshold_05_pooled,746,0.6896,0.0879,0.2242,0.0515,203,269,147,127
logreg/L46,logreg,46,healthcare,threshold_05_pooled,746,0.6896,0.0879,0.2242,0.0515,203,269,147,127
logreg/L46,logreg,46,social,threshold_05_pooled,746,0.6896,0.0879,0.2242,0.0515,203,269,147,127
logreg/L47,logreg,47,social,threshold_05,147,0.6895,0.1268,0.1972,0.0258,65,34,42,6
mlp/L45,mlp,45,social,max,147,0.6895,0.0,0.1549,0.9788,63,36,40,8
svm_rbf/L26,svm_rbf,26,social,top10_mean,147,0.6895,0.0141,0.1268,0.5333,69,28,48,2
logreg/L47,logreg,47,economy,threshold_05_pooled,746,0.6893,0.0818,0.2,0.0541,213,261,155,117
logreg/L47,logreg,47,education,threshold_05_pooled,746,0.6893,0.0818,0.2,0.0541,213,261,155,117
logreg/L47,logreg,47,entertainment,threshold_05_pooled,746,0.6893,0.0818,0.2,0.0541,213,261,155,117
logreg/L47,logreg,47,healthcare,threshold_05_pooled,746,0.6893,0.0818,0.2,0.0541,213,261,155,117
logreg/L47,logreg,47,social,threshold_05_pooled,746,0.6893,0.0818,0.2,0.0541,213,261,155,117
svm_rbf/L40,svm_rbf,40,economy,max_pooled,746,0.6893,0.0939,0.1697,0.4617,183,303,113,147
svm_rbf/L40,svm_rbf,40,education,max_pooled,746,0.6893,0.0939,0.1697,0.4617,183,303,113,147
svm_rbf/L40,svm_rbf,40,entertainment,max_pooled,746,0.6893,0.0939,0.1697,0.4617,183,303,113,147
svm_rbf/L40,svm_rbf,40,healthcare,max_pooled,746,0.6893,0.0939,0.1697,0.4617,183,303,113,147
svm_rbf/L40,svm_rbf,40,social,max_pooled,746,0.6893,0.0939,0.1697,0.4617,183,303,113,147
logreg/L71,logreg,71,social,top10_mean,147,0.6887,0.0704,0.169,0.9405,64,33,43,7
logreg/L21,logreg,21,economy,top5_mean,132,0.6885,0.0,0.2105,1.0,29,68,7,28
svm_rbf/L45,svm_rbf,45,entertainment,max,160,0.6885,0.0642,0.1835,0.4603,63,37,14,46
logreg/L38,logreg,38,education,threshold_05,150,0.6884,0.225,0.3,0.0843,16,101,9,24
logreg/L41,logreg,41,social,max,147,0.6884,0.0563,0.0845,0.9379,68,33,43,3
mlp/L30,mlp,30,entertainment,threshold_05,160,0.6883,0.3578,0.3945,0.052,55,45,6,54
mlp/L35,mlp,35,social,max,147,0.6883,0.0,0.1268,0.9954,65,35,41,6
logreg/L21,logreg,21,economy,threshold_05,132,0.6882,0.0351,0.1053,0.2381,36,62,13,21
mlp/L35,mlp,35,education,top10_mean,150,0.688,0.1,0.2,0.9711,24,84,26,16
mlp/L30,mlp,30,entertainment,mean,160,0.6879,0.3303,0.422,0.063,54,47,4,55
logreg/L40,logreg,40,healthcare,last,157,0.6878,0.1698,0.2075,0.0003,35,66,38,18
logreg/L33,logreg,33,entertainment,mean,160,0.6875,0.1193,0.2661,0.0468,63,38,13,46
logreg/L40,logreg,40,economy,mean,132,0.6875,0.0877,0.2105,0.0952,32,59,16,25
logreg/L54,logreg,54,healthcare,last,157,0.6872,0.1509,0.2642,0.0039,29,82,22,24
logreg/L45,logreg,45,economy,mean_pooled,746,0.6871,0.0879,0.1758,0.0244,292,159,257,38
logreg/L45,logreg,45,education,mean_pooled,746,0.6871,0.0879,0.1758,0.0244,292,159,257,38
logreg/L45,logreg,45,entertainment,mean_pooled,746,0.6871,0.0879,0.1758,0.0244,292,159,257,38
logreg/L45,logreg,45,healthcare,mean_pooled,746,0.6871,0.0879,0.1758,0.0244,292,159,257,38
logreg/L45,logreg,45,social,mean_pooled,746,0.6871,0.0879,0.1758,0.0244,292,159,257,38
logreg/L48,logreg,48,social,top10_mean,147,0.687,0.1268,0.1408,0.5336,59,40,36,12
logreg/L45,logreg,45,economy,top10_mean_pooled,746,0.6869,0.0667,0.1697,0.7264,204,273,143,126
logreg/L45,logreg,45,education,top10_mean_pooled,746,0.6869,0.0667,0.1697,0.7264,204,273,143,126
logreg/L45,logreg,45,entertainment,top10_mean_pooled,746,0.6869,0.0667,0.1697,0.7264,204,273,143,126
logreg/L45,logreg,45,healthcare,top10_mean_pooled,746,0.6869,0.0667,0.1697,0.7264,204,273,143,126
logreg/L45,logreg,45,social,top10_mean_pooled,746,0.6869,0.0667,0.1697,0.7264,204,273,143,126
logreg/L71,logreg,71,social,threshold_05,147,0.6869,0.0845,0.2113,0.1071,62,33,43,9
logreg/L46,logreg,46,economy,top5_mean_pooled,746,0.6867,0.0455,0.1545,0.9263,198,282,134,132
logreg/L46,logreg,46,education,top5_mean_pooled,746,0.6867,0.0455,0.1545,0.9263,198,282,134,132
logreg/L46,logreg,46,entertainment,top5_mean_pooled,746,0.6867,0.0455,0.1545,0.9263,198,282,134,132
logreg/L46,logreg,46,healthcare,top5_mean_pooled,746,0.6867,0.0455,0.1545,0.9263,198,282,134,132
logreg/L46,logreg,46,social,top5_mean_pooled,746,0.6867,0.0455,0.1545,0.9263,198,282,134,132
svm_rbf/L35,svm_rbf,35,economy,top10_mean_pooled,746,0.6865,0.0758,0.197,0.4675,271,192,224,59
svm_rbf/L35,svm_rbf,35,education,top10_mean_pooled,746,0.6865,0.0758,0.197,0.4675,271,192,224,59
svm_rbf/L35,svm_rbf,35,entertainment,top10_mean_pooled,746,0.6865,0.0758,0.197,0.4675,271,192,224,59
svm_rbf/L35,svm_rbf,35,healthcare,top10_mean_pooled,746,0.6865,0.0758,0.197,0.4675,271,192,224,59
svm_rbf/L35,svm_rbf,35,social,top10_mean_pooled,746,0.6865,0.0758,0.197,0.4675,271,192,224,59
logreg/L22,logreg,22,economy,top5_mean,132,0.6864,0.0,0.0,1.0,35,64,11,22
logreg/L37,logreg,37,economy,top10_mean,132,0.6863,0.0877,0.2281,0.8636,36,50,25,21
logreg/L71,logreg,71,social,mean,147,0.6862,0.0845,0.2394,0.1274,63,29,47,8
logreg/L30,logreg,30,social,last,147,0.6861,0.0423,0.1268,0.0052,60,35,41,11
logreg/L10,logreg,10,economy,top10_mean,132,0.686,0.0351,0.0351,1.0,48,41,34,9
mlp/L22,mlp,22,economy,top10_mean,132,0.6858,0.0,0.0877,0.9997,35,63,12,22
logreg/L31,logreg,31,social,mean,147,0.6857,0.0563,0.1549,0.0328,54,44,32,17
logreg/L41,logreg,41,healthcare,last,157,0.6853,0.0189,0.2264,0.0001,43,56,48,10
logreg/L18,logreg,18,social,mean,147,0.685,0.0986,0.2676,0.5288,42,61,15,29
logreg/L18,logreg,18,social,top5_mean,147,0.6849,0.0,0.0,1.0,42,59,17,29
logreg/L27,logreg,27,education,top10_mean,150,0.6848,0.15,0.15,0.9517,22,87,23,18
logreg/L42,logreg,42,economy,threshold_05_pooled,746,0.6848,0.0758,0.2121,0.0559,194,286,130,136
logreg/L42,logreg,42,education,threshold_05_pooled,746,0.6848,0.0758,0.2121,0.0559,194,286,130,136
logreg/L42,logreg,42,entertainment,threshold_05_pooled,746,0.6848,0.0758,0.2121,0.0559,194,286,130,136
logreg/L42,logreg,42,healthcare,threshold_05_pooled,746,0.6848,0.0758,0.2121,0.0559,194,286,130,136
logreg/L42,logreg,42,social,threshold_05_pooled,746,0.6848,0.0758,0.2121,0.0559,194,286,130,136
svm_rbf/L50,svm_rbf,50,entertainment,max,160,0.6847,0.0642,0.1743,0.446,91,28,23,18
logreg/L30,logreg,30,healthcare,last,157,0.6846,0.0,0.0377,0.0035,39,67,37,14
logreg/L32,logreg,32,education,mean,150,0.6845,0.275,0.325,0.0281,24,85,25,16
mlp/L70,mlp,70,social,top5_mean,147,0.6845,0.0704,0.1408,0.9061,58,38,38,13
logreg/L18,logreg,18,social,threshold_05,147,0.6844,0.169,0.2817,0.5271,43,60,16,28
logreg/L37,logreg,37,education,threshold_05,150,0.6842,0.25,0.275,0.0604,24,80,30,16
logreg/L17,logreg,17,social,top5_mean,147,0.6841,0.0,0.1127,1.0,35,65,11,36
logreg/L20,logreg,20,economy,top10_mean_pooled,746,0.6841,0.0,0.2515,0.9992,193,293,123,137
logreg/L20,logreg,20,education,top10_mean_pooled,746,0.6841,0.0,0.2515,0.9992,193,293,123,137
logreg/L20,logreg,20,entertainment,top10_mean_pooled,746,0.6841,0.0,0.2515,0.9992,193,293,123,137
logreg/L20,logreg,20,healthcare,top10_mean_pooled,746,0.6841,0.0,0.2515,0.9992,193,293,123,137
logreg/L20,logreg,20,social,top10_mean_pooled,746,0.6841,0.0,0.2515,0.9992,193,293,123,137
mlp/L26,mlp,26,entertainment,mean,160,0.6841,0.1376,0.367,0.1951,59,44,7,50
mlp/L30,mlp,30,healthcare,last,157,0.6841,0.0,0.0566,0.001,40,64,40,13
svm_rbf/L70,svm_rbf,70,entertainment,top10_mean,160,0.6841,0.1651,0.2844,0.45,63,39,12,46
logreg/L38,logreg,38,economy,max_pooled,746,0.6837,0.0485,0.2182,0.9603,261,198,218,69
logreg/L38,logreg,38,education,max_pooled,746,0.6837,0.0485,0.2182,0.9603,261,198,218,69
logreg/L38,logreg,38,entertainment,max_pooled,746,0.6837,0.0485,0.2182,0.9603,261,198,218,69
logreg/L38,logreg,38,healthcare,max_pooled,746,0.6837,0.0485,0.2182,0.9603,261,198,218,69
logreg/L38,logreg,38,social,max_pooled,746,0.6837,0.0485,0.2182,0.9603,261,198,218,69
logreg/L18,logreg,18,healthcare,threshold_05,157,0.6836,0.0943,0.1887,0.593,36,70,34,17
logreg/L25,logreg,25,entertainment,top10_mean,160,0.6833,0.2385,0.2569,0.9997,54,43,8,55
logreg/L40,logreg,40,economy,top10_mean,132,0.6833,0.0702,0.2105,0.8788,31,57,18,26
logreg/L46,logreg,46,social,threshold_05,147,0.6829,0.0986,0.2113,0.0221,66,30,46,5
logreg/L25,logreg,25,economy,max_pooled,746,0.6827,0.0,0.0,1.0,226,248,168,104
logreg/L25,logreg,25,education,max_pooled,746,0.6827,0.0,0.0,1.0,226,248,168,104
logreg/L25,logreg,25,entertainment,max_pooled,746,0.6827,0.0,0.0,1.0,226,248,168,104
logreg/L25,logreg,25,healthcare,max_pooled,746,0.6827,0.0,0.0,1.0,226,248,168,104
logreg/L25,logreg,25,social,max_pooled,746,0.6827,0.0,0.0,1.0,226,248,168,104
logreg/L32,logreg,32,education,top5_mean,150,0.6827,0.225,0.375,0.6947,23,86,24,17
logreg/L74,logreg,74,healthcare,max,157,0.6827,0.0755,0.3019,0.9967,37,63,41,16
logreg/L46,logreg,46,healthcare,last,157,0.6826,0.1509,0.1698,0.0014,35,67,37,18
svm_rbf/L22,svm_rbf,22,social,threshold_05,147,0.6826,0.0,0.0,0.7487,55,46,30,16
logreg/L69,logreg,69,social,threshold_05,147,0.6823,0.0986,0.169,0.0619,62,32,44,9
logreg/L42,logreg,42,economy,top5_mean_pooled,746,0.6821,0.0697,0.1818,0.9137,214,265,151,116
logreg/L42,logreg,42,education,top5_mean_pooled,746,0.6821,0.0697,0.1818,0.9137,214,265,151,116
logreg/L42,logreg,42,entertainment,top5_mean_pooled,746,0.6821,0.0697,0.1818,0.9137,214,265,151,116
logreg/L42,logreg,42,healthcare,top5_mean_pooled,746,0.6821,0.0697,0.1818,0.9137,214,265,151,116
logreg/L42,logreg,42,social,top5_mean_pooled,746,0.6821,0.0697,0.1818,0.9137,214,265,151,116
logreg/L48,logreg,48,economy,mean_pooled,746,0.6819,0.0636,0.1364,0.0461,236,233,183,94
logreg/L48,logreg,48,education,mean_pooled,746,0.6819,0.0636,0.1364,0.0461,236,233,183,94
logreg/L48,logreg,48,entertainment,mean_pooled,746,0.6819,0.0636,0.1364,0.0461,236,233,183,94
logreg/L48,logreg,48,healthcare,mean_pooled,746,0.6819,0.0636,0.1364,0.0461,236,233,183,94
logreg/L48,logreg,48,social,mean_pooled,746,0.6819,0.0636,0.1364,0.0461,236,233,183,94
logreg/L18,logreg,18,healthcare,mean,157,0.6818,0.0755,0.1887,0.5641,40,61,43,13
logreg/L44,logreg,44,social,top5_mean,147,0.6818,0.0563,0.0986,0.7967,61,38,38,10
svm_rbf/L45,svm_rbf,45,social,last,147,0.6814,0.0,0.0845,0.3663,44,57,19,27
logreg/L64,logreg,64,healthcare,last,157,0.6812,0.0189,0.1132,0.0066,28,83,21,25
svm_rbf/L50,svm_rbf,50,social,max,147,0.6809,0.0563,0.0986,0.4575,41,59,17,30
logreg/L39,logreg,39,economy,top10_mean,132,0.6807,0.0,0.193,0.6346,41,44,31,16
svm_rbf/L22,svm_rbf,22,economy,mean_pooled,746,0.6806,0.0121,0.2182,0.5225,179,324,92,151
svm_rbf/L22,svm_rbf,22,education,mean_pooled,746,0.6806,0.0121,0.2182,0.5225,179,324,92,151
svm_rbf/L22,svm_rbf,22,entertainment,mean_pooled,746,0.6806,0.0121,0.2182,0.5225,179,324,92,151
svm_rbf/L22,svm_rbf,22,healthcare,mean_pooled,746,0.6806,0.0121,0.2182,0.5225,179,324,92,151
svm_rbf/L22,svm_rbf,22,social,mean_pooled,746,0.6806,0.0121,0.2182,0.5225,179,324,92,151
logreg/L30,logreg,30,entertainment,mean,160,0.6805,0.367,0.4128,0.0879,49,48,3,60
logreg/L19,logreg,19,social,threshold_05,147,0.6801,0.0,0.1549,0.3218,31,65,11,40
logreg/L20,logreg,20,economy,top5_mean_pooled,746,0.6801,0.0,0.0,0.9999,184,297,119,146
logreg/L20,logreg,20,education,top5_mean_pooled,746,0.6801,0.0,0.0,0.9999,184,297,119,146
logreg/L20,logreg,20,entertainment,top5_mean_pooled,746,0.6801,0.0,0.0,0.9999,184,297,119,146
